Stn Id,Stn Name,CIMIS Region,Date,Hour (PST),Jul,ETo (in),qc,Precip (in),qc,Sol Rad (Ly/day),qc,Vap Pres (mBars),qc,Air Temp (F),qc,Rel Hum (%),qc,Dew Point (F),qc,Wind Speed (mph),qc,Wind Dir (0-360),qc,Soil Temp (F),qc
248,Holt,San Joaquin Valley,7/7/2024,1800,189,0.01, ,0.00, ,636, ,22.7, ,93.0, ,43, ,67.1, ,7.5, ,306, ,80.4, 
248,Holt,San Joaquin Valley,7/7/2024,1900,189,0.01, ,0.00, ,252, ,21.2, ,89.0, ,45, ,65.2, ,5.8, ,303, ,80.3, 
248,Holt,San Joaquin Valley,7/7/2024,2000,189,0.00, ,0.00, ,24, ,21.9, ,81.8, ,59, ,66.1, ,2.8, ,330, ,80.0, 
248,Holt,San Joaquin Valley,7/7/2024,2100,189,0.00, ,0.00, ,0, ,20.1, ,74.2, ,70, ,63.7, ,2.5, ,358, ,79.7, 
248,Holt,San Joaquin Valley,7/7/2024,2200,189,0.00, ,0.00, ,0, ,19.1, ,71.5, ,73, ,62.2, ,3.1, ,350, ,79.3, 
248,Holt,San Joaquin Valley,7/7/2024,2300,189,0.00, ,0.00, ,0, ,18.2, ,69.5, ,74, ,60.9, ,4.1, ,341, ,78.8, 
248,Holt,San Joaquin Valley,7/7/2024,2400,189,0.00, ,0.00, ,1, ,18.1, ,68.3, ,77, ,60.7, ,4.4, ,344, ,78.3, 
248,Holt,San Joaquin Valley,7/8/2024,0100,190,0.00, ,0.00, ,0, ,18.8, ,66.1, ,86, ,61.8, ,3.5, ,343, ,77.8, 
248,Holt,San Joaquin Valley,7/8/2024,0200,190,0.00, ,0.00, ,0, ,18.5, ,65.4, ,87, ,61.3, ,4.3, ,337, ,77.3, 
248,Holt,San Joaquin Valley,7/8/2024,0300,190,0.00, ,0.00, ,0, ,18.4, ,64.2, ,90, ,61.2, ,5.0, ,315, ,76.9, 
248,Holt,San Joaquin Valley,7/8/2024,0400,190,0.00, ,0.00, ,0, ,18.1, ,62.2, ,95, ,60.7, ,3.7, ,331, ,76.4, 
248,Holt,San Joaquin Valley,7/8/2024,0500,190,0.00, ,0.00, ,5, ,18.3, ,61.1, ,99, ,60.9, ,4.0, ,324, ,76.0, 
248,Holt,San Joaquin Valley,7/8/2024,0600,190,0.00, ,0.00, ,179, ,18.9, ,62.4, ,98, ,61.8, ,3.3, ,315, ,75.6, 
248,Holt,San Joaquin Valley,7/8/2024,0700,190,0.01, ,0.00, ,532, ,20.1, ,67.0, ,89, ,63.7, ,4.9, ,319, ,75.3, 
248,Holt,San Joaquin Valley,7/8/2024,0800,190,0.01, ,0.00, ,947, ,20.8, ,71.3, ,79, ,64.6, ,4.1, ,322, ,75.1, 
248,Holt,San Joaquin Valley,7/8/2024,0900,190,0.02, ,0.00, ,1339, ,20.2, ,74.4, ,70, ,63.8, ,5.4, ,306, ,75.0, 
248,Holt,San Joaquin Valley,7/8/2024,1000,190,0.02, ,0.00, ,1645, ,20.3, ,77.5, ,63, ,63.9, ,5.4, ,300, ,75.1, 
248,Holt,San Joaquin Valley,7/8/2024,1100,190,0.03, ,0.00, ,1854, ,20.9, ,82.8, ,55, ,64.7, ,4.8, ,317, ,75.4, 
248,Holt,San Joaquin Valley,7/8/2024,1200,190,0.03, ,0.00, ,1966, ,20.5, ,87.0, ,47, ,64.3, ,5.0, ,328, ,76.1, 
248,Holt,San Joaquin Valley,7/8/2024,1300,190,0.03, ,0.00, ,1974, ,21.5, ,90.0, ,45, ,65.6, ,6.3, ,327, ,77.1, 
248,Holt,San Joaquin Valley,7/8/2024,1400,190,0.03, ,0.00, ,1869, ,21.2, ,92.8, ,40, ,65.2, ,5.7, ,320, ,78.2, 
248,Holt,San Joaquin Valley,7/8/2024,1500,190,0.03, ,0.00, ,1669, ,20.9, ,94.5, ,38, ,64.8, ,6.5, ,302, ,79.1, 
248,Holt,San Joaquin Valley,7/8/2024,1600,190,0.03, ,0.00, ,1390, ,20.8, ,93.2, ,39, ,64.6, ,8.5, ,302, ,79.5, 
248,Holt,San Joaquin Valley,7/8/2024,1700,190,0.02, ,0.00, ,990, ,20.4, ,92.4, ,39, ,64.1, ,8.2, ,301, ,79.7, 
248,Holt,San Joaquin Valley,7/8/2024,1800,190,0.01, ,0.00, ,640, ,21.2, ,92.4, ,41, ,65.2, ,5.6, ,328, ,79.6, 
248,Holt,San Joaquin Valley,7/8/2024,1900,190,0.00, ,0.00, ,266, ,17.4, ,89.5, ,37, ,59.6, ,3.7, ,222, ,79.5, 
248,Holt,San Joaquin Valley,7/8/2024,2000,190,0.00, ,0.00, ,28, ,15.9, ,83.9, ,40, ,57.1, ,7.7, ,260, ,79.3, 
248,Holt,San Joaquin Valley,7/8/2024,2100,190,0.00, ,0.00, ,0, ,20.3, ,75.4, ,67, ,63.9, ,3.8, ,330, ,78.9, 
248,Holt,San Joaquin Valley,7/8/2024,2200,190,0.00, ,0.00, ,0, ,19.5, ,71.3, ,75, ,62.8, ,3.5, ,322, ,78.4, 
248,Holt,San Joaquin Valley,7/8/2024,2300,190,0.00, ,0.00, ,1, ,19.4, ,68.1, ,83, ,62.6, ,2.9, ,333, ,77.8, 
248,Holt,San Joaquin Valley,7/8/2024,2400,190,0.00, ,0.00, ,0, ,19.3, ,65.1, ,91, ,62.5, ,3.0, ,350, ,77.3, 
248,Holt,San Joaquin Valley,7/9/2024,0100,191,0.00, ,0.00, ,0, ,19.7, ,65.0, ,93, ,63.1, ,4.6, ,352, ,76.7, 
248,Holt,San Joaquin Valley,7/9/2024,0200,191,0.00, ,0.00, ,0, ,18.9, ,63.9, ,93, ,61.9, ,3.3, ,329, ,76.1, 
248,Holt,San Joaquin Valley,7/9/2024,0300,191,0.00, ,0.00, ,0, ,18.6, ,63.1, ,95, ,61.5, ,3.6, ,359, ,75.6, 
248,Holt,San Joaquin Valley,7/9/2024,0400,191,0.00, ,0.00, ,0, ,17.5, ,60.6, ,97, ,59.8, ,2.1, ,336, ,75.1, 
248,Holt,San Joaquin Valley,7/9/2024,0500,191,0.00, ,0.00, ,6, ,17.0, ,61.6, ,91, ,58.8, ,3.9, ,301, ,74.6, 
248,Holt,San Joaquin Valley,7/9/2024,0600,191,0.00, ,0.00, ,174, ,18.5, ,62.6, ,96, ,61.3, ,4.1, ,336, ,74.1, 
248,Holt,San Joaquin Valley,7/9/2024,0700,191,0.01, ,0.00, ,530, ,19.7, ,66.8, ,88, ,63.0, ,6.2, ,327, ,73.8, 
248,Holt,San Joaquin Valley,7/9/2024,0800,191,0.01, ,0.00, ,941, ,19.4, ,70.6, ,76, ,62.7, ,6.7, ,333, ,73.5, 
248,Holt,San Joaquin Valley,7/9/2024,0900,191,0.02, ,0.00, ,1323, ,18.9, ,74.6, ,65, ,61.8, ,7.1, ,327, ,73.3, 
248,Holt,San Joaquin Valley,7/9/2024,1000,191,0.02, ,0.00, ,1626, ,18.7, ,76.9, ,59, ,61.6, ,7.7, ,318, ,73.4, 
248,Holt,San Joaquin Valley,7/9/2024,1100,191,0.03, ,0.00, ,1840, ,19.0, ,79.8, ,55, ,62.1, ,6.6, ,319, ,73.7, 
248,Holt,San Joaquin Valley,7/9/2024,1200,191,0.03, ,0.00, ,1958, ,20.1, ,83.2, ,52, ,63.7, ,6.6, ,318, ,74.3, 
248,Holt,San Joaquin Valley,7/9/2024,1300,191,0.03, ,0.00, ,1970, ,20.0, ,85.8, ,47, ,63.6, ,7.5, ,307, ,75.5, 
248,Holt,San Joaquin Valley,7/9/2024,1400,191,0.03, ,0.00, ,1879, ,20.8, ,88.4, ,45, ,64.6, ,7.3, ,317, ,76.9, 
248,Holt,San Joaquin Valley,7/9/2024,1500,191,0.03, ,0.00, ,1687, ,20.8, ,89.8, ,43, ,64.6, ,7.8, ,308, ,77.9, 
248,Holt,San Joaquin Valley,7/9/2024,1600,191,0.03, ,0.00, ,1409, ,20.3, ,90.3, ,42, ,63.9, ,8.8, ,308, ,78.4, 
248,Holt,San Joaquin Valley,7/9/2024,1700,191,0.02, ,0.00, ,1038, ,21.0, ,88.9, ,45, ,64.9, ,9.0, ,300, ,78.5, 
248,Holt,San Joaquin Valley,7/9/2024,1800,191,0.01, ,0.00, ,642, ,20.2, ,86.2, ,47, ,63.7, ,8.7, ,306, ,78.3, 
248,Holt,San Joaquin Valley,7/9/2024,1900,191,0.00, ,0.00, ,243, ,19.8, ,81.1, ,55, ,63.2, ,7.2, ,304, ,78.0, 
248,Holt,San Joaquin Valley,7/9/2024,2000,191,0.00, ,0.00, ,26, ,19.5, ,75.5, ,65, ,62.8, ,5.4, ,313, ,77.5, 
248,Holt,San Joaquin Valley,7/9/2024,2100,191,0.00, ,0.00, ,0, ,19.7, ,71.3, ,75, ,63.1, ,5.0, ,317, ,76.9, 
248,Holt,San Joaquin Valley,7/9/2024,2200,191,0.00, ,0.00, ,0, ,20.0, ,68.6, ,84, ,63.5, ,3.9, ,320, ,76.3, 
248,Holt,San Joaquin Valley,7/9/2024,2300,191,0.00, ,0.00, ,0, ,20.1, ,65.6, ,93, ,63.6, ,4.4, ,340, ,75.8, 
248,Holt,San Joaquin Valley,7/9/2024,2400,191,0.00, ,0.00, ,0, ,19.2, ,63.0, ,98, ,62.4, ,4.3, ,349, ,75.2, 
248,Holt,San Joaquin Valley,7/10/2024,0100,192,0.00, ,0.00, ,0, ,18.7, ,61.7, ,99, ,61.5, ,3.1, ,355, ,74.6, 
248,Holt,San Joaquin Valley,7/10/2024,0200,192,0.00, ,0.00, ,0, ,18.3, ,61.1, ,99, ,60.9, ,2.8, ,348, ,74.2, 
248,Holt,San Joaquin Valley,7/10/2024,0300,192,0.00, ,0.00, ,0, ,17.6, ,60.1, ,99, ,59.9, ,2.7, ,332, ,73.7, 
248,Holt,San Joaquin Valley,7/10/2024,0400,192,0.00, ,0.00, ,0, ,17.2, ,59.3, ,99, ,59.2, ,3.3, ,337, ,73.3, 
248,Holt,San Joaquin Valley,7/10/2024,0500,192,0.00, ,0.00, ,4, ,17.2, ,59.3, ,99, ,59.2, ,3.4, ,349, ,72.8, 
248,Holt,San Joaquin Valley,7/10/2024,0600,192,0.00, ,0.00, ,161, ,17.9, ,60.5, ,100, ,60.4, ,3.2, ,307, ,72.4, 
248,Holt,San Joaquin Valley,7/10/2024,0700,192,0.01, ,0.00, ,519, ,20.7, ,64.9, ,98, ,64.5, ,4.3, ,300, ,72.1, 
248,Holt,San Joaquin Valley,7/10/2024,0800,192,0.01, ,0.00, ,923, ,21.9, ,70.2, ,87, ,66.1, ,4.1, ,319, ,72.1, 
248,Holt,San Joaquin Valley,7/10/2024,0900,192,0.02, ,0.00, ,1295, ,21.6, ,73.4, ,77, ,65.8, ,5.3, ,299, ,72.3, 
248,Holt,San Joaquin Valley,7/10/2024,1000,192,0.02, ,0.00, ,1602, ,21.7, ,78.9, ,64, ,65.8, ,5.2, ,318, ,72.7, 
248,Holt,San Joaquin Valley,7/10/2024,1100,192,0.03, ,0.00, ,1819, ,22.3, ,82.7, ,58, ,66.6, ,5.3, ,323, ,73.3, 
248,Holt,San Joaquin Valley,7/10/2024,1200,192,0.03, ,0.00, ,1931, ,22.4, ,86.5, ,52, ,66.8, ,5.0, ,324, ,74.2, 
248,Holt,San Joaquin Valley,7/10/2024,1300,192,0.03, ,0.00, ,1937, ,23.0, ,90.8, ,47, ,67.5, ,5.0, ,310, ,75.5, 
248,Holt,San Joaquin Valley,7/10/2024,1400,192,0.03, ,0.00, ,1850, ,21.6, ,93.8, ,40, ,65.7, ,5.8, ,303, ,76.9, 
248,Holt,San Joaquin Valley,7/10/2024,1500,192,0.03, ,0.00, ,1666, ,21.5, ,96.4, ,37, ,65.5, ,6.4, ,303, ,77.9, 
248,Holt,San Joaquin Valley,7/10/2024,1600,192,0.03, ,0.00, ,1397, ,20.5, ,99.4, ,32, ,64.2, ,6.0, ,320, ,78.5, 
248,Holt,San Joaquin Valley,7/10/2024,1700,192,0.02, ,0.00, ,1046, ,20.8, ,100.7, ,31, ,64.6, ,5.3, ,325, ,78.8, 
248,Holt,San Joaquin Valley,7/10/2024,1800,192,0.01, ,0.00, ,633, ,23.0, ,98.6, ,37, ,67.5, ,5.6, ,306, ,78.9, 
248,Holt,San Joaquin Valley,7/10/2024,1900,192,0.01, ,0.00, ,246, ,21.0, ,91.2, ,42, ,64.9, ,5.3, ,306, ,78.9, 
248,Holt,San Joaquin Valley,7/10/2024,2000,192,0.00, ,0.00, ,23, ,20.7, ,83.2, ,53, ,64.5, ,4.2, ,300, ,78.8, 
248,Holt,San Joaquin Valley,7/10/2024,2100,192,0.00, ,0.00, ,0, ,19.7, ,79.1, ,58, ,63.1, ,2.9, ,280, ,78.4, 
248,Holt,San Joaquin Valley,7/10/2024,2200,192,0.00, ,0.00, ,0, ,20.7, ,74.5, ,71, ,64.5, ,1.8, ,256, ,77.9, 
248,Holt,San Joaquin Valley,7/10/2024,2300,192,0.00, ,0.00, ,0, ,21.5, ,72.1, ,80, ,65.6, ,1.8, ,242, ,77.4, 
248,Holt,San Joaquin Valley,7/10/2024,2400,192,0.00, ,0.00, ,2, ,21.2, ,68.7, ,89, ,65.2, ,1.7, ,309, ,76.8, 
248,Holt,San Joaquin Valley,7/11/2024,0100,193,0.00, ,0.00, ,0, ,21.3, ,68.3, ,90, ,65.3, ,1.4, ,324, ,76.2, 
248,Holt,San Joaquin Valley,7/11/2024,0200,193,0.00, ,0.00, ,0, ,20.7, ,67.0, ,92, ,64.5, ,1.6, ,323, ,75.7, 
248,Holt,San Joaquin Valley,7/11/2024,0300,193,0.00, ,0.00, ,0, ,22.2, ,67.2, ,98, ,66.4, ,1.4, ,319, ,75.2, 
248,Holt,San Joaquin Valley,7/11/2024,0400,193,0.00, ,0.00, ,0, ,21.5, ,66.5, ,97, ,65.5, ,1.9, ,315, ,74.7, 
248,Holt,San Joaquin Valley,7/11/2024,0500,193,0.00, ,0.00, ,5, ,20.3, ,64.1, ,99, ,63.9, ,2.0, ,308, ,74.2, 
248,Holt,San Joaquin Valley,7/11/2024,0600,193,0.00, ,0.00, ,154, ,20.7, ,65.5, ,97, ,64.5, ,2.9, ,297, ,73.8, 
248,Holt,San Joaquin Valley,7/11/2024,0700,193,0.01, ,0.00, ,495, ,22.0, ,70.4, ,87, ,66.3, ,4.8, ,297, ,73.6, 
248,Holt,San Joaquin Valley,7/11/2024,0800,193,0.01, ,0.00, ,911, ,21.6, ,77.0, ,68, ,65.7, ,5.0, ,302, ,73.6, 
248,Holt,San Joaquin Valley,7/11/2024,0900,193,0.02, ,0.00, ,1285, ,21.8, ,82.1, ,58, ,66.0, ,4.8, ,296, ,73.9, 
248,Holt,San Joaquin Valley,7/11/2024,1000,193,0.03, ,0.00, ,1578, ,21.3, ,86.7, ,49, ,65.3, ,6.5, ,303, ,74.3, 
248,Holt,San Joaquin Valley,7/11/2024,1100,193,0.03, ,0.00, ,1761, ,22.8, ,90.3, ,47, ,67.3, ,6.2, ,313, ,74.9, 
248,Holt,San Joaquin Valley,7/11/2024,1200,193,0.03, ,0.00, ,1902, ,25.1, ,94.2, ,46, ,70.0, ,5.6, ,324, ,75.8, 
248,Holt,San Joaquin Valley,7/11/2024,1300,193,0.03, ,0.00, ,1920, ,25.4, ,97.1, ,42, ,70.4, ,6.7, ,318, ,77.2, 
248,Holt,San Joaquin Valley,7/11/2024,1400,193,0.03,Y,0.00, ,1840, ,22.4, ,99.8,Y,34,Y,66.7,Y,7.3, ,316, ,78.6, 
248,Holt,San Joaquin Valley,7/11/2024,1500,193,0.03,Y,0.00, ,1658, ,21.2, ,102.6,Y,30,Y,65.1,Y,6.9, ,315, ,79.5, 
248,Holt,San Joaquin Valley,7/11/2024,1600,193,0.03,Y,0.00, ,1380, ,23.5, ,103.1,Y,33,Y,68.2,Y,7.1, ,303, ,80.0, 
248,Holt,San Joaquin Valley,7/11/2024,1700,193,0.02,Y,0.00, ,1019, ,24.1, ,103.0,Y,34,Y,68.9,Y,7.1, ,299, ,80.3, 
248,Holt,San Joaquin Valley,7/11/2024,1800,193,0.01,Y,0.00, ,612, ,21.5, ,100.8,Y,32,Y,65.6,Y,6.4, ,297, ,80.5, 
248,Holt,San Joaquin Valley,7/11/2024,1900,193,0.01,Y,0.00, ,234, ,19.7, ,94.8,Y,35,Y,63.0,Y,5.6, ,295, ,80.4, 
248,Holt,San Joaquin Valley,7/11/2024,2000,193,0.00,Y,0.00, ,21, ,19.8, ,87.3,Y,45,Y,63.2,Y,5.3, ,276, ,80.2, 
248,Holt,San Joaquin Valley,7/11/2024,2100,193,0.00,Y,0.00, ,0, ,17.6, ,83.0,Y,46,Y,59.9,Y,2.4, ,247, ,79.8, 
248,Holt,San Joaquin Valley,7/11/2024,2200,193,0.00,Y,0.00, ,0, ,13.4, ,80.8,Y,37,Y,52.4,Y,4.0, ,261, ,79.2, 
248,Holt,San Joaquin Valley,7/11/2024,2300,193,0.00, ,0.00, ,0, ,16.8, ,74.9, ,57, ,58.5, ,1.4, ,269, ,78.5, 
248,Holt,San Joaquin Valley,7/11/2024,2400,193,0.00, ,0.00, ,0, ,20.8, ,72.4, ,77, ,64.6, ,1.4, ,268, ,77.8, 
248,Holt,San Joaquin Valley,7/12/2024,0100,194,0.00, ,0.00, ,1, ,20.6, ,70.0, ,82, ,64.3, ,1.6, ,328, ,77.1, 
248,Holt,San Joaquin Valley,7/12/2024,0200,194,0.00, ,0.00, ,1, ,17.7, ,69.1, ,73, ,60.0, ,2.9, ,353, ,76.5, 
248,Holt,San Joaquin Valley,7/12/2024,0300,194,0.00,Y,0.00, ,0, ,16.6, ,68.6,Y,69,Y,58.2,Y,2.4, ,296, ,76.0, 
248,Holt,San Joaquin Valley,7/12/2024,0400,194,0.00,Y,0.00, ,0, ,18.0, ,67.8,Y,77,Y,60.5,Y,4.1, ,309, ,75.5, 
248,Holt,San Joaquin Valley,7/12/2024,0500,194,0.00, ,0.00, ,3, ,18.0, ,65.6, ,84, ,60.5, ,1.9, ,310, ,75.0, 
248,Holt,San Joaquin Valley,7/12/2024,0600,194,0.00, ,0.00, ,136, ,19.4, ,66.7, ,87, ,62.7, ,2.0, ,310, ,74.5, 
248,Holt,San Joaquin Valley,7/12/2024,0700,194,0.01, ,0.00, ,477, ,20.5, ,73.9, ,72, ,64.2, ,3.3, ,342, ,74.3, 
248,Holt,San Joaquin Valley,7/12/2024,0800,194,0.01, ,0.00, ,877, ,20.8, ,77.7, ,64, ,64.6, ,4.9, ,313, ,74.2, 
248,Holt,San Joaquin Valley,7/12/2024,0900,194,0.02, ,0.00, ,1245, ,20.4, ,83.1, ,53, ,64.1, ,5.4, ,325, ,74.4, 
248,Holt,San Joaquin Valley,7/12/2024,1000,194,0.03, ,0.00, ,1550, ,20.6, ,87.2, ,47, ,64.4, ,6.0, ,333, ,74.8, 
248,Holt,San Joaquin Valley,7/12/2024,1100,194,0.03, ,0.00, ,1770, ,20.0, ,90.8, ,40, ,63.5, ,6.6, ,316, ,75.3, 
248,Holt,San Joaquin Valley,7/12/2024,1200,194,0.03, ,0.00, ,1883, ,19.9, ,93.9, ,37, ,63.4, ,6.8, ,302, ,76.2, 
248,Holt,San Joaquin Valley,7/12/2024,1300,194,0.03, ,0.00, ,1900, ,20.2, ,97.1, ,34, ,63.8, ,7.3, ,307, ,77.4, 
248,Holt,San Joaquin Valley,7/12/2024,1400,194,0.03, ,0.00, ,1815, ,19.4, ,99.3, ,30, ,62.6, ,8.0, ,305, ,78.7, 
248,Holt,San Joaquin Valley,7/12/2024,1500,194,0.03, ,0.00, ,1624, ,19.6, ,100.2, ,30, ,62.9, ,8.5, ,305, ,79.4, 
248,Holt,San Joaquin Valley,7/12/2024,1600,194,0.03, ,0.00, ,1346, ,19.3, ,99.9, ,30, ,62.4, ,8.0, ,308, ,79.8, 
248,Holt,San Joaquin Valley,7/12/2024,1700,194,0.02, ,0.00, ,987, ,20.5, ,99.2, ,32, ,64.2, ,6.8, ,316, ,79.8, 
248,Holt,San Joaquin Valley,7/12/2024,1800,194,0.01, ,0.00, ,589, ,21.9, ,95.5, ,38, ,66.1, ,6.4, ,306, ,79.8, 
248,Holt,San Joaquin Valley,7/12/2024,1900,194,0.01, ,0.00, ,225, ,21.1, ,89.6, ,44, ,65.1, ,6.3, ,293, ,79.7, 
248,Holt,San Joaquin Valley,7/12/2024,2000,194,0.00, ,0.00, ,22, ,19.2, ,84.0, ,48, ,62.4, ,6.1, ,279, ,79.5, 
248,Holt,San Joaquin Valley,7/12/2024,2100,194,0.00,Y,0.00, ,0, ,18.8, ,81.7,Y,51,Y,61.8,Y,6.3, ,281, ,79.1, 
248,Holt,San Joaquin Valley,7/12/2024,2200,194,0.00, ,0.00, ,0, ,18.1, ,77.7, ,56, ,60.7, ,4.5, ,280, ,78.7, 
248,Holt,San Joaquin Valley,7/12/2024,2300,194,0.00, ,0.00, ,0, ,18.3, ,73.1, ,66, ,60.9, ,2.9, ,347, ,78.2, 
248,Holt,San Joaquin Valley,7/12/2024,2400,194,0.00, ,0.00, ,1, ,17.9, ,70.1, ,71, ,60.4, ,3.8, ,10, ,77.6, 
248,Holt,San Joaquin Valley,7/13/2024,0100,195,0.00, ,0.00, ,0, ,18.8, ,70.2, ,75, ,61.8, ,2.3, ,359, ,76.9, 
248,Holt,San Joaquin Valley,7/13/2024,0200,195,0.00,Y,0.00, ,1, ,18.7, ,70.5,Y,74,Y,61.6,Y,3.4, ,284, ,76.4, 
248,Holt,San Joaquin Valley,7/13/2024,0300,195,0.00,Y,0.00, ,0, ,19.0, ,68.3,Y,81,Y,62.1,Y,3.3, ,321, ,76.1, 
248,Holt,San Joaquin Valley,7/13/2024,0400,195,0.00,Y,0.00, ,0, ,20.2, ,68.1,Y,86,Y,63.8,Y,4.3, ,27, ,75.7, 
248,Holt,San Joaquin Valley,7/13/2024,0500,195,0.00,Y,0.00, ,2, ,19.7, ,69.8,Y,79,Y,63.0,Y,5.4, ,11, ,75.2, 
248,Holt,San Joaquin Valley,7/13/2024,0600,195,0.00,Y,0.00, ,89, ,19.9, ,69.6,Y,81,Y,63.3,Y,3.1, ,233, ,74.9, 
248,Holt,San Joaquin Valley,7/13/2024,0700,195,0.00, ,0.00, ,284, ,20.4, ,71.3, ,78, ,64.0, ,4.6, ,333, ,74.7, 
248,Holt,San Joaquin Valley,7/13/2024,0800,195,0.01, ,0.00, ,817, ,19.3, ,76.1, ,63, ,62.5, ,3.7, ,253, ,74.6, 
248,Holt,San Joaquin Valley,7/13/2024,0900,195,0.01, ,0.00, ,744, ,20.7, ,77.7, ,64, ,64.5, ,6.1, ,290, ,74.8, 
248,Holt,San Joaquin Valley,7/13/2024,1000,195,0.01, ,0.00, ,778, ,21.2, ,79.3, ,62, ,65.2, ,7.0, ,334, ,75.2, 
248,Holt,San Joaquin Valley,7/13/2024,1100,195,0.02, ,0.00, ,1388, ,21.2, ,81.5, ,58, ,65.2, ,6.1, ,319, ,75.4, 
248,Holt,San Joaquin Valley,7/13/2024,1200,195,0.03, ,0.00, ,1902, ,21.4, ,85.7, ,51, ,65.5, ,7.7, ,307, ,76.0, 
248,Holt,San Joaquin Valley,7/13/2024,1300,195,0.03, ,0.00, ,1635, ,20.3, ,86.6, ,47, ,63.9, ,7.9, ,307, ,77.1, 
248,Holt,San Joaquin Valley,7/13/2024,1400,195,0.03, ,0.00, ,1786, ,21.1, ,87.8, ,47, ,65.0, ,9.3, ,306, ,77.9, 
248,Holt,San Joaquin Valley,7/13/2024,1500,195,0.03, ,0.00, ,1440, ,18.9, ,89.1, ,40, ,61.9, ,9.8, ,299, ,78.3, 
248,Holt,San Joaquin Valley,7/13/2024,1600,195,0.02, ,0.00, ,948, ,18.0, ,89.0, ,39, ,60.6, ,9.4, ,304, ,78.4, 
248,Holt,San Joaquin Valley,7/13/2024,1700,195,0.01, ,0.00, ,310, ,18.2, ,86.2, ,43, ,60.8, ,5.9, ,323, ,78.2, 
248,Holt,San Joaquin Valley,7/13/2024,1800,195,0.01, ,0.00, ,451, ,17.0, ,84.5, ,42, ,58.9, ,7.3, ,301, ,78.0, 
248,Holt,San Joaquin Valley,7/13/2024,1900,195,0.01, ,0.00, ,163, ,14.3, ,81.9, ,38, ,54.1, ,6.8, ,295, ,77.6, 
248,Holt,San Joaquin Valley,7/13/2024,2000,195,0.00, ,0.00, ,11, ,13.7, ,76.7, ,43, ,52.9, ,8.5, ,288, ,77.2, 
248,Holt,San Joaquin Valley,7/13/2024,2100,195,0.00, ,0.00, ,0, ,13.6, ,73.6, ,48, ,52.8, ,6.0, ,280, ,76.6, 
248,Holt,San Joaquin Valley,7/13/2024,2200,195,0.00, ,0.00, ,1, ,15.4, ,70.2, ,61, ,56.2, ,4.6, ,332, ,76.2, 
248,Holt,San Joaquin Valley,7/13/2024,2300,195,0.00, ,0.00, ,0, ,16.9, ,67.8, ,73, ,58.8, ,4.9, ,352, ,75.6, 
248,Holt,San Joaquin Valley,7/13/2024,2400,195,0.00, ,0.00, ,0, ,17.3, ,67.6, ,75, ,59.5, ,4.0, ,336, ,74.9, 
248,Holt,San Joaquin Valley,7/14/2024,0100,196,0.00, ,0.00, ,0, ,17.5, ,67.6, ,76, ,59.8, ,5.0, ,326, ,74.4, 
248,Holt,San Joaquin Valley,7/14/2024,0200,196,0.00, ,0.00, ,0, ,18.0, ,67.2, ,79, ,60.5, ,4.3, ,333, ,74.0, 
248,Holt,San Joaquin Valley,7/14/2024,0300,196,0.00, ,0.00, ,0, ,18.0, ,66.5, ,81, ,60.6, ,6.6, ,298, ,73.7, 
248,Holt,San Joaquin Valley,7/14/2024,0400,196,0.00, ,0.00, ,0, ,18.2, ,64.9, ,87, ,60.9, ,7.2, ,288, ,73.3, 
248,Holt,San Joaquin Valley,7/14/2024,0500,196,0.00, ,0.00, ,2, ,17.7, ,62.9, ,90, ,60.0, ,4.9, ,287, ,73.1, 
248,Holt,San Joaquin Valley,7/14/2024,0600,196,0.00, ,0.00, ,89, ,18.1, ,63.0, ,92, ,60.6, ,4.0, ,314, ,72.9, 
248,Holt,San Joaquin Valley,7/14/2024,0700,196,0.01, ,0.00, ,455, ,18.3, ,65.4, ,85, ,60.9, ,5.5, ,331, ,72.6, 
248,Holt,San Joaquin Valley,7/14/2024,0800,196,0.01, ,0.00, ,781, ,18.3, ,69.4, ,75, ,61.0, ,5.5, ,335, ,72.5, 
248,Holt,San Joaquin Valley,7/14/2024,0900,196,0.01, ,0.00, ,737, ,18.7, ,71.4, ,71, ,61.6, ,6.0, ,311, ,72.6, 
248,Holt,San Joaquin Valley,7/14/2024,1000,196,0.01, ,0.00, ,767, ,18.8, ,72.8, ,68, ,61.8, ,6.1, ,312, ,72.8, 
248,Holt,San Joaquin Valley,7/14/2024,1100,196,0.02, ,0.00, ,1499, ,19.4, ,75.6, ,64, ,62.6, ,7.1, ,323, ,73.0, 
248,Holt,San Joaquin Valley,7/14/2024,1200,196,0.03, ,0.00, ,1908, ,19.5, ,81.1, ,54, ,62.8, ,6.6, ,321, ,73.6, 
248,Holt,San Joaquin Valley,7/14/2024,1300,196,0.03, ,0.00, ,1896, ,19.8, ,85.6, ,47, ,63.3, ,6.2, ,327, ,74.7, 
248,Holt,San Joaquin Valley,7/14/2024,1400,196,0.03, ,0.00, ,1788, ,19.7, ,88.2, ,43, ,63.0, ,7.5, ,331, ,75.9, 
248,Holt,San Joaquin Valley,7/14/2024,1500,196,0.03, ,0.00, ,1625, ,19.0, ,90.2, ,39, ,62.0, ,8.6, ,314, ,76.8, 
248,Holt,San Joaquin Valley,7/14/2024,1600,196,0.03, ,0.00, ,1344, ,17.8, ,89.1, ,38, ,60.2, ,10.7, ,300, ,77.1, 
